# Export File Created with QBlade CE v2.0.8.6_beta windows on 08.04.2025 at 09:46:37
CLARK_Y_AIRFOIL_Re0.500_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.500_M0.00_N9.0
Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]
-8.0000000e+00	-5.5479836e-01	END	END
-7.0000000e+00	-4.3794855e-01	END	END
-6.0000000e+00	-3.2109877e-01	END	END
-5.0000000e+00	-2.0424896e-01	END	END
-4.0000000e+00	-3.6300000e-02	END	END
-3.5000000e+00	1.6899999e-02	END	END
-3.0000000e+00	7.0799999e-02	END	END
-2.5000000e+00	1.2460000e-01	END	END
-2.0000000e+00	1.7880000e-01	END	END
-1.5000000e+00	2.3090000e-01	END	END
-1.0000000e+00	2.8420001e-01	END	END
-5.0000000e-01	3.3530000e-01	END	END
0.0000000e+00	3.8000000e-01	END	END
5.0000000e-01	4.4159999e-01	END	END
1.0000000e+00	5.4380000e-01	END	END
1.5000000e+00	5.9350002e-01	END	END
2.0000000e+00	6.4260000e-01	END	END
2.5000000e+00	6.9139999e-01	END	END
3.0000000e+00	7.3890001e-01	END	END
3.5000000e+00	7.8579998e-01	END	END
4.0000000e+00	8.3069998e-01	END	END
4.5000000e+00	8.7550002e-01	END	END
5.0000000e+00	9.2189997e-01	END	END
5.5000000e+00	9.6980000e-01	END	END
6.0000000e+00	1.0188000e+00	END	END
6.5000000e+00	1.0674000e+00	END	END
7.0000000e+00	1.1154000e+00	END	END
7.5000000e+00	1.1630000e+00	END	END
8.0000000e+00	1.2084000e+00	END	END
8.5000000e+00	1.2491000e+00	END	END
9.0000000e+00	1.2810000e+00	END	END
9.5000000e+00	1.3123000e+00	END	END
1.0000000e+01	1.3439000e+00	END	END
1.0500000e+01	1.3716000e+00	END	END
1.1000000e+01	1.3803999e+00	END	END
1.1500000e+01	1.4023000e+00	END	END
1.2000000e+01	1.4198999e+00	END	END
1.2500000e+01	1.4313999e+00	END	END
1.3000000e+01	1.4355000e+00	END	END
1.3500000e+01	1.4304000e+00	END	END
1.4000000e+01	1.4136000e+00	END	END
1.4500000e+01	1.3983001e+00	END	END
1.5000000e+01	1.3983999e+00	END	END
1.5500000e+01	1.3914000e+00	END	END
1.6000000e+01	1.3792000e+00	END	END
1.6500000e+01	1.3648000e+00	END	END
1.7000000e+01	1.3493000e+00	END	END
1.7500000e+01	1.3336999e+00	END	END
1.8000000e+01	1.3176000e+00	END	END
1.8500000e+01	1.3025000e+00	END	END
1.9000000e+01	1.2873000e+00	END	END
1.9500000e+01	1.2726001e+00	END	END
2.0000000e+01	1.2587000e+00	END	END
2.1000000e+01	1.3791460e+00	END	END
2.2000000e+01	1.3640860e+00	END	END
2.3000000e+01	1.3504591e+00	END	END
2.4000000e+01	1.3385577e+00	END	END
2.5000000e+01	1.3285246e+00	END	END
2.6000000e+01	1.3203881e+00	END	END
2.7000000e+01	1.3140943e+00	END	END
2.8000000e+01	1.3095312e+00	END	END
2.9000000e+01	1.3065494e+00	END	END
3.0000000e+01	1.3049769e+00	END	END
3.1000000e+01	1.3046302e+00	END	END
3.2000000e+01	1.3053221e+00	END	END
3.3000000e+01	1.3068675e+00	END	END
3.4000000e+01	1.3090870e+00	END	END
3.5000000e+01	1.3118094e+00	END	END
3.6000000e+01	1.3148727e+00	END	END
3.7000000e+01	1.3181251e+00	END	END
3.8000000e+01	1.3214250e+00	END	END
3.9000000e+01	1.3246408e+00	END	END
4.0000000e+01	1.3276510e+00	END	END
4.1000000e+01	1.3303435e+00	END	END
4.2000000e+01	1.3326147e+00	END	END
4.3000000e+01	1.3343698e+00	END	END
4.4000000e+01	1.3355215e+00	END	END
4.5000000e+01	1.3359898e+00	END	END
4.6000000e+01	1.3357018e+00	END	END
4.7000000e+01	1.3345907e+00	END	END
4.8000000e+01	1.3325958e+00	END	END
4.9000000e+01	1.3296620e+00	END	END
5.0000000e+01	1.3257391e+00	END	END
5.1000000e+01	1.3207824e+00	END	END
5.2000000e+01	1.3147516e+00	END	END
5.3000000e+01	1.3076108e+00	END	END
5.4000000e+01	1.2993282e+00	END	END
5.5000000e+01	1.2898763e+00	END	END
5.6000000e+01	1.2792313e+00	END	END
5.7000000e+01	1.2673732e+00	END	END
5.8000000e+01	1.2542853e+00	END	END
5.9000000e+01	1.2399547e+00	END	END
6.0000000e+01	1.2243714e+00	END	END
6.1000000e+01	1.2075291e+00	END	END
6.2000000e+01	1.1894240e+00	END	END
6.3000000e+01	1.1700562e+00	END	END
6.4000000e+01	1.1494281e+00	END	END
6.5000000e+01	1.1275452e+00	END	END
6.6000000e+01	1.1044159e+00	END	END
6.7000000e+01	1.0800512e+00	END	END
6.8000000e+01	1.0544649e+00	END	END
6.9000000e+01	1.0276737e+00	END	END
7.0000000e+01	9.9969649e-01	END	END
7.1000000e+01	9.7055489e-01	END	END
7.2000000e+01	9.4027293e-01	END	END
7.3000000e+01	9.0887719e-01	END	END
7.4000000e+01	8.7639642e-01	END	END
7.5000000e+01	8.4286177e-01	END	END
7.6000000e+01	8.0830669e-01	END	END
7.7000000e+01	7.7276665e-01	END	END
7.8000000e+01	7.3627937e-01	END	END
7.9000000e+01	6.9888449e-01	END	END
8.0000000e+01	6.6062379e-01	END	END
8.1000000e+01	6.2154084e-01	END	END
8.2000000e+01	5.8168101e-01	END	END
8.3000000e+01	5.4109150e-01	END	END
8.4000000e+01	4.9982122e-01	END	END
8.5000000e+01	4.5792058e-01	END	END
8.6000000e+01	4.1544154e-01	END	END
8.7000000e+01	3.7243754e-01	END	END
8.8000000e+01	3.2896331e-01	END	END
8.9000000e+01	2.8507483e-01	END	END
9.0000000e+01	2.4082921e-01	END	END
9.1000000e+01	1.9628468e-01	END	END
9.2000000e+01	1.5150039e-01	END	END
9.3000000e+01	1.0653635e-01	END	END
9.4000000e+01	6.1453313e-02	END	END
9.5000000e+01	1.6312692e-02	END	END
9.6000000e+01	-2.8823560e-02	END	END
9.7000000e+01	-7.3893063e-02	END	END
9.8000000e+01	-1.1883313e-01	END	END
9.9000000e+01	-1.6358085e-01	END	END
1.0000000e+02	-2.0807323e-01	END	END
1.0100000e+02	-2.5224730e-01	END	END
1.0200000e+02	-2.9604027e-01	END	END
1.0300000e+02	-3.3938950e-01	END	END
1.0400000e+02	-3.8223284e-01	END	END
1.0500000e+02	-4.2450860e-01	END	END
1.0600000e+02	-4.6615568e-01	END	END
1.0700000e+02	-5.0711375e-01	END	END
1.0800000e+02	-5.4732323e-01	END	END
1.0900000e+02	-5.8672565e-01	END	END
1.1000000e+02	-6.2526357e-01	END	END
1.1100000e+02	-6.7750686e-01	END	END
1.1200000e+02	-7.1385217e-01	END	END
1.1300000e+02	-7.4917871e-01	END	END
1.1400000e+02	-7.8343427e-01	END	END
1.1500000e+02	-8.1656837e-01	END	END
1.1600000e+02	-8.4853220e-01	END	END
1.1700000e+02	-8.7927890e-01	END	END
1.1800000e+02	-9.0876353e-01	END	END
1.1900000e+02	-9.3694323e-01	END	END
1.2000000e+02	-9.6377736e-01	END	END
1.2100000e+02	-9.8922759e-01	END	END
1.2200000e+02	-1.0132577e+00	END	END
1.2300000e+02	-1.0358342e+00	END	END
1.2400000e+02	-1.0569259e+00	END	END
1.2500000e+02	-1.0765043e+00	END	END
1.2600000e+02	-1.0945436e+00	END	END
1.2700000e+02	-1.1110204e+00	END	END
1.2800000e+02	-1.1259146e+00	END	END
1.2900000e+02	-1.1392084e+00	END	END
1.3000000e+02	-1.1508874e+00	END	END
1.3100000e+02	-1.1609396e+00	END	END
1.3200000e+02	-1.1693565e+00	END	END
1.3300000e+02	-1.1761322e+00	END	END
1.3400000e+02	-1.1812642e+00	END	END
1.3500000e+02	-1.1847527e+00	END	END
1.3600000e+02	-1.1866013e+00	END	END
1.3700000e+02	-1.1868166e+00	END	END
1.3800000e+02	-1.1854084e+00	END	END
1.3900000e+02	-1.1823895e+00	END	END
1.4000000e+02	-1.1777761e+00	END	END
1.4100000e+02	-1.1715876e+00	END	END
1.4200000e+02	-1.1638464e+00	END	END
1.4300000e+02	-1.1545782e+00	END	END
1.4400000e+02	-1.1438122e+00	END	END
1.4500000e+02	-1.1315807e+00	END	END
1.4600000e+02	-1.1179197e+00	END	END
1.4700000e+02	-1.1028683e+00	END	END
1.4800000e+02	-1.0864697e+00	END	END
1.4900000e+02	-1.0687703e+00	END	END
1.5000000e+02	-1.0498210e+00	END	END
1.5100000e+02	-1.0296772e+00	END	END
1.5200000e+02	-1.0083983e+00	END	END
1.5300000e+02	-9.8605001e-01	END	END
1.5400000e+02	-9.6270347e-01	END	END
1.5500000e+02	-9.3843728e-01	END	END
1.5600000e+02	-9.1333842e-01	END	END
1.5700000e+02	-8.8750446e-01	END	END
1.5800000e+02	-8.6104578e-01	END	END
1.5900000e+02	-8.3408922e-01	END	END
1.6000000e+02	-8.0678272e-01	END	END
1.6100000e+02	-7.7930176e-01	END	END
1.6200000e+02	-7.5185812e-01	END	END
1.6300000e+02	-7.2471130e-01	END	END
1.6400000e+02	-6.9818425e-01	END	END
1.6500000e+02	-6.7268258e-01	END	END
1.6600000e+02	-6.4871711e-01	END	END
1.6700000e+02	-6.2692291e-01	END	END
1.6800000e+02	-6.0806018e-01	END	END
1.6900000e+02	-5.9295434e-01	END	END
1.7000000e+02	-5.8228618e-01	END	END
1.7100000e+02	-5.7607234e-01	END	END
1.7200000e+02	-5.7265764e-01	END	END
1.7300000e+02	-5.6736898e-01	END	END
1.7400000e+02	-5.5204988e-01	END	END
1.7500000e+02	-5.1771808e-01	END	END
1.7600000e+02	-4.6020898e-01	END	END
1.7700000e+02	-3.8326132e-01	END	END
1.7800000e+02	-2.9503235e-01	END	END
1.7900000e+02	-2.0248391e-01	END	END
1.8000000e+02	-1.0905049e-01	END	END
