# Export File Created with QBlade CE v2.0.8.6_beta windows on 08.04.2025 at 09:48:28
CLARK_Y_AIRFOIL_Re0.750_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.750_M0.00_N9.0
Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]
-1.4300000e+02	5.4423612e-01	1.4500000e+01	1.4807000e+00
-1.4200000e+02	5.4320532e-01	1.5000000e+01	1.4629000e+00
-1.4100000e+02	5.4136211e-01	1.5500000e+01	1.4325000e+00
-1.4000000e+02	5.3873020e-01	1.6000000e+01	1.4087000e+00
-1.3900000e+02	5.3533453e-01	1.6500000e+01	1.3993000e+00
-1.3800000e+02	5.3120059e-01	1.7000000e+01	1.3859000e+00
-1.3700000e+02	5.2635473e-01	1.7500000e+01	1.3702000e+00
-1.3600000e+02	5.2082390e-01	1.8000000e+01	1.3538001e+00
-1.3500000e+02	5.1463532e-01	1.8500000e+01	1.3371000e+00
-1.3400000e+02	5.0781679e-01	1.9000000e+01	1.3207999e+00
-1.3300000e+02	5.0039619e-01	1.9500000e+01	1.3053000e+00
-1.3200000e+02	4.9240157e-01	2.0000000e+01	1.2911000e+00
-1.3100000e+02	4.8386106e-01	END	END
-1.3000000e+02	4.7480276e-01	END	END
-1.2900000e+02	4.6525458e-01	END	END
-1.2800000e+02	4.5524421e-01	END	END
-1.2700000e+02	4.4479907e-01	END	END
-1.2600000e+02	4.3394613e-01	END	END
-1.2500000e+02	4.2271200e-01	END	END
-1.2400000e+02	4.1112265e-01	END	END
-1.2300000e+02	3.9920363e-01	END	END
-1.2200000e+02	3.8697967e-01	END	END
-1.2100000e+02	3.7447497e-01	END	END
-1.2000000e+02	3.6171290e-01	END	END
-1.1900000e+02	3.4871611e-01	END	END
-1.1800000e+02	3.3550638e-01	END	END
-1.1700000e+02	3.2210475e-01	END	END
-1.1600000e+02	3.0730727e-01	END	END
-1.1500000e+02	2.9362059e-01	END	END
-1.1400000e+02	2.7979758e-01	END	END
-1.1300000e+02	2.6585576e-01	END	END
-1.1200000e+02	2.5181177e-01	END	END
-1.1100000e+02	2.3768131e-01	END	END
-1.1000000e+02	2.2347918e-01	END	END
-1.0900000e+02	2.0921928e-01	END	END
-1.0800000e+02	1.9491456e-01	END	END
-1.0700000e+02	1.8057720e-01	END	END
-1.0600000e+02	1.6621846e-01	END	END
-1.0500000e+02	1.5184881e-01	END	END
-1.0400000e+02	1.3747790e-01	END	END
-1.0300000e+02	1.2311467e-01	END	END
-1.0200000e+02	1.0876729e-01	END	END
-1.0100000e+02	9.4443269e-02	END	END
-1.0000000e+02	8.0149479e-02	END	END
-9.9000000e+01	6.5892182e-02	END	END
-9.8000000e+01	5.1677104e-02	END	END
-9.7000000e+01	3.7509460e-02	END	END
-9.6000000e+01	2.3394007e-02	END	END
-9.5000000e+01	9.3351044e-03	END	END
-9.4000000e+01	-4.6632430e-03	END	END
-9.3000000e+01	-1.8597327e-02	END	END
-9.2000000e+01	-3.2463692e-02	END	END
-9.1000000e+01	-4.6259072e-02	END	END
-9.0000000e+01	-5.9980348e-02	END	END
-8.9000000e+01	-7.3624484e-02	END	END
-8.8000000e+01	-8.7188490e-02	END	END
-8.7000000e+01	-1.0066935e-01	END	END
-8.6000000e+01	-1.1406402e-01	END	END
-8.5000000e+01	-1.2736930e-01	END	END
-8.4000000e+01	-1.4058188e-01	END	END
-8.3000000e+01	-1.5369819e-01	END	END
-8.2000000e+01	-1.6671449e-01	END	END
-8.1000000e+01	-1.7962669e-01	END	END
-8.0000000e+01	-1.9243041e-01	END	END
-7.9000000e+01	-2.0512091e-01	END	END
-7.8000000e+01	-2.1769305e-01	END	END
-7.7000000e+01	-2.3014127e-01	END	END
-7.6000000e+01	-2.4245955e-01	END	END
-7.5000000e+01	-2.5464141e-01	END	END
-7.4000000e+01	-2.6667991e-01	END	END
-7.3000000e+01	-2.7856749e-01	END	END
-7.2000000e+01	-2.9029617e-01	END	END
-7.1000000e+01	-3.0185741e-01	END	END
-7.0000000e+01	-3.1324205e-01	END	END
-6.9000000e+01	-3.2444045e-01	END	END
-6.8000000e+01	-3.3544242e-01	END	END
-6.7000000e+01	-3.4623715e-01	END	END
-6.6000000e+01	-3.5681337e-01	END	END
-6.5000000e+01	-3.6715925e-01	END	END
-6.4000000e+01	-3.7726235e-01	END	END
-6.3000000e+01	-3.8710988e-01	END	END
-6.2000000e+01	-3.9668840e-01	END	END
-6.1000000e+01	-4.0598416e-01	END	END
-6.0000000e+01	-4.1498289e-01	END	END
-5.9000000e+01	-4.2366987e-01	END	END
-5.8000000e+01	-4.3203014e-01	END	END
-5.7000000e+01	-4.4004831e-01	END	END
-5.6000000e+01	-4.4770870e-01	END	END
-5.5000000e+01	-4.5499539e-01	END	END
-5.4000000e+01	-4.6189228e-01	END	END
-5.3000000e+01	-4.6838313e-01	END	END
-5.2000000e+01	-4.7445157e-01	END	END
-5.1000000e+01	-4.8008123e-01	END	END
-5.0000000e+01	-4.8525575e-01	END	END
-4.9000000e+01	-4.8995885e-01	END	END
-4.8000000e+01	-4.9417454e-01	END	END
-4.7000000e+01	-4.9788699e-01	END	END
-4.6000000e+01	-5.0108075e-01	END	END
-4.5000000e+01	-5.0374091e-01	END	END
-4.4000000e+01	-5.0585306e-01	END	END
-4.3000000e+01	-5.0740355e-01	END	END
-4.2000000e+01	-5.0837964e-01	END	END
-4.1000000e+01	-5.0876951e-01	END	END
-4.0000000e+01	-5.0856286e-01	END	END
-3.9000000e+01	-5.0775075e-01	END	END
-3.8000000e+01	-5.0632614e-01	END	END
-3.7000000e+01	-5.0428432e-01	END	END
-3.6000000e+01	-5.0162333e-01	END	END
-3.5000000e+01	-4.9834475e-01	END	END
-3.4000000e+01	-4.9445438e-01	END	END
-3.3000000e+01	-4.8996365e-01	END	END
-3.2000000e+01	-4.8489106e-01	END	END
-3.1000000e+01	-4.7926432e-01	END	END
-3.0000000e+01	-4.7312355e-01	END	END
-2.9000000e+01	-4.6652529e-01	END	END
-2.8000000e+01	-4.5954889e-01	END	END
-2.7000000e+01	-4.5230532e-01	END	END
-2.6000000e+01	-4.4495064e-01	END	END
-2.5000000e+01	-4.3770617e-01	END	END
-2.4000000e+01	-4.3088949e-01	END	END
-2.3000000e+01	-4.2496336e-01	END	END
-2.2000000e+01	-4.2061293e-01	END	END
-2.1000000e+01	-4.1887027e-01	END	END
-2.0000000e+01	-4.2131418e-01	END	END
-1.9000000e+01	-4.3038350e-01	END	END
-1.8000000e+01	-4.4982964e-01	END	END
-1.7000000e+01	-4.8520762e-01	END	END
-1.6000000e+01	-5.4377270e-01	END	END
-1.5000000e+01	-6.3157570e-01	END	END
-1.4000000e+01	-7.4334460e-01	END	END
-1.3000000e+01	-8.4666216e-01	END	END
-1.2000000e+01	-8.8926035e-01	END	END
-1.1000000e+01	-8.4919578e-01	END	END
-1.0000000e+01	-7.5462896e-01	END	END
-9.0000000e+00	-6.4195192e-01	END	END
-8.0000000e+00	-5.2730542e-01	END	END
-7.0000000e+00	-4.1265476e-01	END	END
-6.0000000e+00	-2.9800406e-01	END	END
-5.0000000e+00	-1.8335339e-01	END	END
-4.0000000e+00	-4.1200001e-02	END	END
-3.5000000e+00	1.3300000e-02	END	END
-3.0000000e+00	6.7199998e-02	END	END
-2.5000000e+00	1.2200000e-01	END	END
-2.0000000e+00	1.7690000e-01	END	END
-1.5000000e+00	2.3109999e-01	END	END
-1.0000000e+00	2.8420001e-01	END	END
-5.0000000e-01	3.3800000e-01	END	END
0.0000000e+00	3.8990000e-01	END	END
5.0000000e-01	4.3689999e-01	END	END
1.0000000e+00	4.9239999e-01	END	END
1.5000000e+00	5.8240002e-01	END	END
2.0000000e+00	6.4450002e-01	END	END
2.5000000e+00	6.9279999e-01	END	END
3.0000000e+00	7.4089998e-01	END	END
3.5000000e+00	7.8630000e-01	END	END
4.0000000e+00	8.3069998e-01	END	END
4.5000000e+00	8.7769997e-01	END	END
5.0000000e+00	9.2690003e-01	END	END
5.5000000e+00	9.7670001e-01	END	END
6.0000000e+00	1.0269001e+00	END	END
6.5000000e+00	1.0766000e+00	END	END
7.0000000e+00	1.1259000e+00	END	END
7.5000000e+00	1.1744000e+00	END	END
8.0000000e+00	1.2156000e+00	END	END
8.5000000e+00	1.2517999e+00	END	END
9.0000000e+00	1.2905999e+00	END	END
9.5000000e+00	1.3293000e+00	END	END
1.0000000e+01	1.3549000e+00	END	END
1.0500000e+01	1.3732001e+00	END	END
1.1000000e+01	1.3990999e+00	END	END
1.1500000e+01	1.4206001e+00	END	END
1.2000000e+01	1.4391000e+00	END	END
1.2500000e+01	1.4579000e+00	END	END
1.3000000e+01	1.4726000e+00	END	END
1.3500000e+01	1.4822000e+00	END	END
1.4000000e+01	1.4861000e+00	END	END
1.4500000e+01	1.4807000e+00	END	END
1.5000000e+01	1.4629000e+00	END	END
1.5500000e+01	1.4325000e+00	END	END
1.6000000e+01	1.4087000e+00	END	END
1.6500000e+01	1.3993000e+00	END	END
1.7000000e+01	1.3859000e+00	END	END
1.7500000e+01	1.3702000e+00	END	END
1.8000000e+01	1.3538001e+00	END	END
1.8500000e+01	1.3371000e+00	END	END
1.9000000e+01	1.3207999e+00	END	END
1.9500000e+01	1.3053000e+00	END	END
2.0000000e+01	1.2911000e+00	END	END
2.1000000e+01	1.3684810e+00	END	END
2.2000000e+01	1.3506805e+00	END	END
2.3000000e+01	1.3348562e+00	END	END
2.4000000e+01	1.3212786e+00	END	END
2.5000000e+01	1.3100470e+00	END	END
2.6000000e+01	1.3011360e+00	END	END
2.7000000e+01	1.2944332e+00	END	END
2.8000000e+01	1.2897693e+00	END	END
2.9000000e+01	1.2869413e+00	END	END
3.0000000e+01	1.2857286e+00	END	END
3.1000000e+01	1.2859052e+00	END	END
3.2000000e+01	1.2872475e+00	END	END
3.3000000e+01	1.2895395e+00	END	END
3.4000000e+01	1.2925758e+00	END	END
3.5000000e+01	1.2961637e+00	END	END
3.6000000e+01	1.3001237e+00	END	END
3.7000000e+01	1.3042896e+00	END	END
3.8000000e+01	1.3085083e+00	END	END
3.9000000e+01	1.3126390e+00	END	END
4.0000000e+01	1.3165529e+00	END	END
4.1000000e+01	1.3201317e+00	END	END
4.2000000e+01	1.3232675e+00	END	END
4.3000000e+01	1.3258617e+00	END	END
4.4000000e+01	1.3278246e+00	END	END
4.5000000e+01	1.3290740e+00	END	END
4.6000000e+01	1.3295355e+00	END	END
4.7000000e+01	1.3291413e+00	END	END
4.8000000e+01	1.3278296e+00	END	END
4.9000000e+01	1.3255452e+00	END	END
5.0000000e+01	1.3222377e+00	END	END
5.1000000e+01	1.3178622e+00	END	END
5.2000000e+01	1.3123782e+00	END	END
5.3000000e+01	1.3057503e+00	END	END
5.4000000e+01	1.2979469e+00	END	END
5.5000000e+01	1.2889409e+00	END	END
5.6000000e+01	1.2787087e+00	END	END
5.7000000e+01	1.2672307e+00	END	END
5.8000000e+01	1.2544909e+00	END	END
5.9000000e+01	1.2404766e+00	END	END
6.0000000e+01	1.2251785e+00	END	END
6.1000000e+01	1.2085907e+00	END	END
6.2000000e+01	1.1907103e+00	END	END
6.3000000e+01	1.1715374e+00	END	END
6.4000000e+01	1.1510752e+00	END	END
6.5000000e+01	1.1293299e+00	END	END
6.6000000e+01	1.1063105e+00	END	END
6.7000000e+01	1.0820286e+00	END	END
6.8000000e+01	1.0564986e+00	END	END
6.9000000e+01	1.0297379e+00	END	END
7.0000000e+01	1.0017661e+00	END	END
7.1000000e+01	9.7260547e-01	END	END
7.2000000e+01	9.4228071e-01	END	END
7.3000000e+01	9.1081917e-01	END	END
7.4000000e+01	8.7825042e-01	END	END
7.5000000e+01	8.4460634e-01	END	END
7.6000000e+01	8.0992115e-01	END	END
7.7000000e+01	7.7423114e-01	END	END
7.8000000e+01	7.3757488e-01	END	END
7.9000000e+01	6.9999284e-01	END	END
8.0000000e+01	6.6152769e-01	END	END
8.1000000e+01	6.2222379e-01	END	END
8.2000000e+01	5.8212757e-01	END	END
8.3000000e+01	5.4128712e-01	END	END
8.4000000e+01	4.9975219e-01	END	END
8.5000000e+01	4.5757422e-01	END	END
8.6000000e+01	4.1480616e-01	END	END
8.7000000e+01	3.7150234e-01	END	END
8.8000000e+01	3.2771856e-01	END	END
8.9000000e+01	2.8351179e-01	END	END
9.0000000e+01	2.3894015e-01	END	END
9.1000000e+01	1.9406287e-01	END	END
9.2000000e+01	1.4894013e-01	END	END
9.3000000e+01	1.0363299e-01	END	END
9.4000000e+01	5.8203213e-02	END	END
9.5000000e+01	1.2713253e-02	END	END
9.6000000e+01	-3.2773916e-02	END	END
9.7000000e+01	-7.8194886e-02	END	END
9.8000000e+01	-1.2348595e-01	END	END
9.9000000e+01	-1.6858320e-01	END	END
1.0000000e+02	-2.1342261e-01	END	END
1.0100000e+02	-2.5794026e-01	END	END
1.0200000e+02	-3.0207235e-01	END	END
1.0300000e+02	-3.4575534e-01	END	END
1.0400000e+02	-3.8892609e-01	END	END
1.0500000e+02	-4.3152201e-01	END	END
1.0600000e+02	-4.7348112e-01	END	END
1.0700000e+02	-5.1474214e-01	END	END
1.0800000e+02	-5.5524480e-01	END	END
1.0900000e+02	-5.9492975e-01	END	END
1.1000000e+02	-6.3373870e-01	END	END
1.1100000e+02	-6.7161465e-01	END	END
1.1200000e+02	-7.0850199e-01	END	END
1.1300000e+02	-7.4434650e-01	END	END
1.1400000e+02	-7.7909553e-01	END	END
1.1500000e+02	-8.2438356e-01	END	END
1.1600000e+02	-8.5659099e-01	END	END
1.1700000e+02	-8.8756454e-01	END	END
1.1800000e+02	-9.1725886e-01	END	END
1.1900000e+02	-9.4563079e-01	END	END
1.2000000e+02	-9.7263932e-01	END	END
1.2100000e+02	-9.9824572e-01	END	END
1.2200000e+02	-1.0224137e+00	END	END
1.2300000e+02	-1.0451096e+00	END	END
1.2400000e+02	-1.0663021e+00	END	END
1.2500000e+02	-1.0859624e+00	END	END
1.2600000e+02	-1.1040648e+00	END	END
1.2700000e+02	-1.1205862e+00	END	END
1.2800000e+02	-1.1355059e+00	END	END
1.2900000e+02	-1.1488069e+00	END	END
1.3000000e+02	-1.1604745e+00	END	END
1.3100000e+02	-1.1704973e+00	END	END
1.3200000e+02	-1.1788665e+00	END	END
1.3300000e+02	-1.1855770e+00	END	END
1.3400000e+02	-1.1906261e+00	END	END
1.3500000e+02	-1.1940148e+00	END	END
1.3600000e+02	-1.1957468e+00	END	END
1.3700000e+02	-1.1958290e+00	END	END
1.3800000e+02	-1.1942717e+00	END	END
1.3900000e+02	-1.1910881e+00	END	END
1.4000000e+02	-1.1862947e+00	END	END
1.4100000e+02	-1.1799109e+00	END	END
1.4200000e+02	-1.1719595e+00	END	END
1.4300000e+02	-1.1624666e+00	END	END
1.4400000e+02	-1.1514611e+00	END	END
1.4500000e+02	-1.1389753e+00	END	END
1.4600000e+02	-1.1250443e+00	END	END
1.4700000e+02	-1.1097071e+00	END	END
1.4800000e+02	-1.0930053e+00	END	END
1.4900000e+02	-1.0749838e+00	END	END
1.5000000e+02	-1.0556914e+00	END	END
1.5100000e+02	-1.0351795e+00	END	END
1.5200000e+02	-1.0135036e+00	END	END
1.5300000e+02	-9.9072301e-01	END	END
1.5400000e+02	-9.6690077e-01	END	END
1.5500000e+02	-9.4210434e-01	END	END
1.5600000e+02	-9.1640610e-01	END	END
1.5700000e+02	-8.8988364e-01	END	END
1.5800000e+02	-8.6262059e-01	END	END
1.5900000e+02	-8.3470774e-01	END	END
1.6000000e+02	-8.0624408e-01	END	END
1.6100000e+02	-7.7733839e-01	END	END
1.6200000e+02	-7.4811101e-01	END	END
1.6300000e+02	-7.1869648e-01	END	END
1.6400000e+02	-6.8924564e-01	END	END
1.6500000e+02	-6.5992904e-01	END	END
1.6600000e+02	-6.3093895e-01	END	END
1.6700000e+02	-6.0249072e-01	END	END
1.6800000e+02	-5.7481927e-01	END	END
1.6900000e+02	-5.4816717e-01	END	END
1.7000000e+02	-5.2275318e-01	END	END
1.7100000e+02	-4.9870446e-01	END	END
1.7200000e+02	-4.7592372e-01	END	END
1.7300000e+02	-4.5385385e-01	END	END
1.7400000e+02	-4.3112209e-01	END	END
1.7500000e+02	-4.0514114e-01	END	END
1.7600000e+02	-3.7198845e-01	END	END
1.7700000e+02	-3.2715282e-01	END	END
1.7800000e+02	-2.6746103e-01	END	END
1.7900000e+02	-1.9315834e-01	END	END
1.8000000e+02	-1.0807604e-01	END	END
