# Export File Created with QBlade CE v2.0.8.6_beta windows on 14.04.2025 at 14:01:09
E63__(4.25%)_Re0.250_M0.00_N9.0 360 M	E63__(4.25%)_Re0.250_M0.00_N9.0
Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]
-2.7000000e+01	-3.7660274e-01	END	END
-2.6000000e+01	-3.7368089e-01	END	END
-2.5000000e+01	-3.7012580e-01	END	END
-2.4000000e+01	-3.6598760e-01	END	END
-2.3000000e+01	-3.6134216e-01	END	END
-2.2000000e+01	-3.5630161e-01	END	END
-2.1000000e+01	-3.5102955e-01	END	END
-2.0000000e+01	-3.4576494e-01	END	END
-1.9000000e+01	-3.4085903e-01	END	END
-1.8000000e+01	-3.3683494e-01	END	END
-1.7000000e+01	-3.3448523e-01	END	END
-1.6000000e+01	-3.3503562e-01	END	END
-1.5000000e+01	-3.4042475e-01	END	END
-1.4000000e+01	-3.5378635e-01	END	END
-1.3000000e+01	-3.8026425e-01	END	END
-1.2000000e+01	-4.2826241e-01	END	END
-1.1000000e+01	-5.1068962e-01	END	END
-1.0000000e+01	-6.4293981e-01	END	END
-9.0000000e+00	-8.2563722e-01	END	END
-8.0000000e+00	-9.9837244e-01	END	END
-7.0000000e+00	-1.0338217e+00	END	END
-6.0000000e+00	-8.8770866e-01	END	END
-5.0000000e+00	-6.5036058e-01	END	END
-4.0000000e+00	-2.3029999e-01	END	END
-3.5000000e+00	-1.4640000e-01	END	END
-3.0000000e+00	-1.8500000e-02	END	END
-2.5000000e+00	8.4100001e-02	END	END
-2.0000000e+00	1.8709999e-01	END	END
-1.5000000e+00	3.1240001e-01	END	END
-1.0000000e+00	4.1400000e-01	END	END
-5.0000000e-01	5.2410001e-01	END	END
0.0000000e+00	6.1849999e-01	END	END
5.0000000e-01	6.8330002e-01	END	END
1.5000000e+00	8.2900000e-01	END	END
2.0000000e+00	9.1149998e-01	END	END
2.5000000e+00	1.0032001e+00	END	END
3.0000000e+00	1.0990000e+00	END	END
3.5000000e+00	1.1413000e+00	END	END
4.0000000e+00	1.1742001e+00	END	END
4.5000000e+00	1.2086999e+00	END	END
5.0000000e+00	1.2376000e+00	END	END
5.5000000e+00	1.2785000e+00	END	END
6.5000000e+00	1.3622000e+00	END	END
7.0000000e+00	1.3993000e+00	END	END
7.5000000e+00	1.4270000e+00	END	END
8.0000000e+00	1.4342000e+00	END	END
8.5000000e+00	1.4200000e+00	END	END
1.0500000e+01	1.2660000e+00	END	END
1.6000000e+01	1.1892000e+00	END	END
1.7000000e+01	8.0744576e-01	END	END
1.8000000e+01	8.2144600e-01	END	END
1.9000000e+01	8.4017795e-01	END	END
2.0000000e+01	8.6241233e-01	END	END
2.1000000e+01	8.8723451e-01	END	END
2.2000000e+01	9.1395313e-01	END	END
2.3000000e+01	9.4203639e-01	END	END
2.4000000e+01	9.7106767e-01	END	END
2.5000000e+01	1.0007144e+00	END	END
2.6000000e+01	1.0307057e+00	END	END
2.7000000e+01	1.0608172e+00	END	END
2.8000000e+01	1.0908593e+00	END	END
2.9000000e+01	1.1206688e+00	END	END
3.0000000e+01	1.1501033e+00	END	END
3.1000000e+01	1.1790364e+00	END	END
3.2000000e+01	1.2073543e+00	END	END
3.3000000e+01	1.2349539e+00	END	END
3.4000000e+01	1.2617401e+00	END	END
3.5000000e+01	1.2876250e+00	END	END
3.6000000e+01	1.3125263e+00	END	END
3.7000000e+01	1.3363674e+00	END	END
3.8000000e+01	1.3590755e+00	END	END
3.9000000e+01	1.3805823e+00	END	END
4.0000000e+01	1.4008229e+00	END	END
4.1000000e+01	1.4197359e+00	END	END
4.2000000e+01	1.4372630e+00	END	END
4.3000000e+01	1.4533492e+00	END	END
4.4000000e+01	1.4679425e+00	END	END
4.5000000e+01	1.4809933e+00	END	END
4.6000000e+01	1.4924557e+00	END	END
4.7000000e+01	1.5022861e+00	END	END
4.8000000e+01	1.5104442e+00	END	END
4.9000000e+01	1.5168923e+00	END	END
5.0000000e+01	1.5215958e+00	END	END
5.1000000e+01	1.5245231e+00	END	END
5.2000000e+01	1.5256457e+00	END	END
5.3000000e+01	1.5249380e+00	END	END
5.4000000e+01	1.5223774e+00	END	END
5.5000000e+01	1.5179448e+00	END	END
5.6000000e+01	1.5116240e+00	END	END
5.7000000e+01	1.5034022e+00	END	END
5.8000000e+01	1.4932698e+00	END	END
5.9000000e+01	1.4812205e+00	END	END
6.0000000e+01	1.4672513e+00	END	END
6.1000000e+01	1.4513627e+00	END	END
6.2000000e+01	1.4335585e+00	END	END
6.3000000e+01	1.4138458e+00	END	END
6.4000000e+01	1.3922353e+00	END	END
6.5000000e+01	1.3687412e+00	END	END
6.6000000e+01	1.3433808e+00	END	END
6.7000000e+01	1.3161752e+00	END	END
6.8000000e+01	1.2871488e+00	END	END
6.9000000e+01	1.2563293e+00	END	END
7.0000000e+01	1.2237480e+00	END	END
7.1000000e+01	1.1894392e+00	END	END
7.2000000e+01	1.1534411e+00	END	END
7.3000000e+01	1.1157947e+00	END	END
7.4000000e+01	1.0765444e+00	END	END
7.5000000e+01	1.0357378e+00	END	END
7.6000000e+01	9.9342573e-01	END	END
7.7000000e+01	9.4966191e-01	END	END
7.8000000e+01	9.0450317e-01	END	END
7.9000000e+01	8.5800910e-01	END	END
8.0000000e+01	8.1024235e-01	END	END
8.1000000e+01	7.6126802e-01	END	END
8.2000000e+01	7.1115398e-01	END	END
8.3000000e+01	6.5997064e-01	END	END
8.4000000e+01	6.0779071e-01	END	END
8.5000000e+01	5.5468923e-01	END	END
8.6000000e+01	5.0074339e-01	END	END
8.7000000e+01	4.4603246e-01	END	END
8.8000000e+01	3.9063746e-01	END	END
8.9000000e+01	3.3464125e-01	END	END
9.0000000e+01	2.7812824e-01	END	END
9.1000000e+01	2.2118424e-01	END	END
9.2000000e+01	1.6389643e-01	END	END
9.3000000e+01	1.0635301e-01	END	END
9.4000000e+01	4.8643179e-02	END	END
9.5000000e+01	-9.1431150e-03	END	END
9.6000000e+01	-6.6915318e-02	END	END
9.7000000e+01	-1.2458246e-01	END	END
9.8000000e+01	-1.8205334e-01	END	END
9.9000000e+01	-2.3923667e-01	END	END
1.0000000e+02	-2.9604131e-01	END	END
1.0100000e+02	-3.5237646e-01	END	END
1.0200000e+02	-4.0815181e-01	END	END
1.0300000e+02	-4.6327770e-01	END	END
1.0400000e+02	-5.1766539e-01	END	END
1.0500000e+02	-5.7122725e-01	END	END
1.0600000e+02	-6.2387681e-01	END	END
1.0700000e+02	-6.7552906e-01	END	END
1.0800000e+02	-7.2610080e-01	END	END
1.0900000e+02	-7.7642393e-01	END	END
1.1000000e+02	-8.2459843e-01	END	END
1.1100000e+02	-8.7145537e-01	END	END
1.1200000e+02	-9.1691983e-01	END	END
1.1300000e+02	-9.6091938e-01	END	END
1.1400000e+02	-1.0033844e+00	END	END
1.1500000e+02	-1.0442477e+00	END	END
1.1600000e+02	-1.0834458e+00	END	END
1.1700000e+02	-1.1209179e+00	END	END
1.1800000e+02	-1.1566066e+00	END	END
1.1900000e+02	-1.1904578e+00	END	END
1.2000000e+02	-1.2224214e+00	END	END
1.2100000e+02	-1.2524506e+00	END	END
1.2200000e+02	-1.2805027e+00	END	END
1.2300000e+02	-1.3065386e+00	END	END
1.2400000e+02	-1.3305234e+00	END	END
1.2500000e+02	-1.3524265e+00	END	END
1.2600000e+02	-1.3722212e+00	END	END
1.2700000e+02	-1.3898853e+00	END	END
1.2800000e+02	-1.4054006e+00	END	END
1.2900000e+02	-1.4187539e+00	END	END
1.3000000e+02	-1.4299356e+00	END	END
1.3100000e+02	-1.4389411e+00	END	END
1.3200000e+02	-1.4457705e+00	END	END
1.3300000e+02	-1.4504278e+00	END	END
1.3400000e+02	-1.4529219e+00	END	END
1.3500000e+02	-1.4532663e+00	END	END
1.3600000e+02	-1.4514786e+00	END	END
1.3700000e+02	-1.4475812e+00	END	END
1.3800000e+02	-1.4416010e+00	END	END
1.3900000e+02	-1.4335693e+00	END	END
1.4000000e+02	-1.4235218e+00	END	END
1.4100000e+02	-1.4114982e+00	END	END
1.4200000e+02	-1.3975434e+00	END	END
1.4300000e+02	-1.3817059e+00	END	END
1.4400000e+02	-1.3640387e+00	END	END
1.4500000e+02	-1.3445995e+00	END	END
1.4600000e+02	-1.3234499e+00	END	END
1.4700000e+02	-1.3006560e+00	END	END
1.4800000e+02	-1.2762885e+00	END	END
1.4900000e+02	-1.2504230e+00	END	END
1.5000000e+02	-1.2231395e+00	END	END
1.5100000e+02	-1.1945242e+00	END	END
1.5200000e+02	-1.1646684e+00	END	END
1.5300000e+02	-1.1336707e+00	END	END
1.5400000e+02	-1.1016371e+00	END	END
1.5500000e+02	-1.0686837e+00	END	END
1.5600000e+02	-1.0349380e+00	END	END
1.5700000e+02	-1.0005425e+00	END	END
1.5800000e+02	-9.6565992e-01	END	END
1.5900000e+02	-9.3047905e-01	END	END
1.6000000e+02	-8.9522547e-01	END	END
1.6100000e+02	-8.6017597e-01	END	END
1.6200000e+02	-8.2568043e-01	END	END
1.6300000e+02	-7.9219592e-01	END	END
1.6400000e+02	-7.6033813e-01	END	END
1.6500000e+02	-7.3096317e-01	END	END
1.6600000e+02	-7.0529521e-01	END	END
1.6700000e+02	-6.8512791e-01	END	END
1.6800000e+02	-6.7313027e-01	END	END
1.6900000e+02	-6.7327052e-01	END	END
1.7000000e+02	-6.9122928e-01	END	END
1.7100000e+02	-7.3412102e-01	END	END
1.7200000e+02	-8.0721104e-01	END	END
1.7300000e+02	-9.0281808e-01	END	END
1.7400000e+02	-9.8202455e-01	END	END
1.7500000e+02	-9.8105735e-01	END	END
1.7600000e+02	-8.7249148e-01	END	END
1.7700000e+02	-6.9406635e-01	END	END
1.7800000e+02	-4.9339944e-01	END	END
1.7900000e+02	-2.9033697e-01	END	END
1.8000000e+02	-8.7264426e-02	END	END
